Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Use Case,Look,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale
duclos,tokina,11-16,2.8,zoom,super 35,pl,spherical,,,,80,1,3.3,35mm ok,32 (35 at 12.5mm),9,"ibe 1.4x, ibe 2x, century 2x, optex 2x",no,,,,1.4,,,n/a (no bracket),,duclos rehoused,,,,,,,
cooke,sk4,6,2,prime,16mm format,pl,spherical,,,,110,8,4.5,16mm only ok,15,8,century 2x (16mm),no,,,,3.5,2007,,,,"no precise focus scale, estimations only",,,,,,,
cooke,sk4,9.5,2,prime,16mm format,pl,spherical,,,,110,8,4.5,16mm only ok,16,8,century 2x (16mm),no,,,,3.4,2007,,,,,,,,,,,
cooke,sk4,12,2,prime,16mm format,pl,spherical,,,,110,8,4.5,16mm only ok,16,8,century 2x (16mm),no,,,,3.4,2007,,,,,,,,,,,
cooke,varopanchr,10-30,1.6,zoom,16mm format,pl,spherical,,,,121,2 4,7.7,16mm only ok,13.5,9,,no,,,attached to lens,6,1983,,standard,,,,,,,,,
cooke,1.8x ff anamorphic,32,2.3,prime,full frame,pl,anamorphic,1.8x,middle,,136,2 11,8.1,,46.3,11,,yes,,,,9.2,2019,,,,,,,,,,,
cooke,1.8x ff anamorphic,40,2.3,prime,full frame,pl,anamorphic,1.8x,middle,,136,2 11,8.3,,46.3,11,,yes,,,,9.7,2019,,,,,,,,,,,
cooke,1.8x ff anamorphic,50,2.3,prime,full frame,pl,anamorphic,1.8x,middle,,110,2 9,8,,46.3,11,,yes,,,,8.8,2019,,,,,,,,,,,
cooke,1.8x ff anamorphic,75,2.3,prime,full frame,pl,anamorphic,1.8x,middle,,110,3 3,8.1,,46.3,11,,yes,,,,7.7,2019,,,,,,,,,,,
cooke,1.8x ff anamorphic,85,2.8,prime,full frame,pl,anamorphic,1.8x,middle,,136,22,10.7,,46.3,11,,yes,,,,11.4,2019,,,,macro,,,,,,,
cooke,1.8x ff anamorphic,100,2.3,prime,full frame,pl,anamorphic,1.8x,middle,,110,3 10,9,,46.3,11,,yes,,,,8.4,2019,,,,,,,,,,,
cooke,1.8x ff anamorphic,135,2.3,prime,full frame,pl,anamorphic,1.8x,middle,,110,4 10,10.67,,46.3,11,,yes,,,,11,2019,,,,,,,,,,,
cooke,1.8x ff anamorphic,180,2.9,prime,full frame,pl,anamorphic,1.8x,middle,,110,6 6,12.4,,46.3,11,,yes,,,,13.6,2019,,,,,,,,,,,
cooke,panchro classic/i full frame,18,2.2,prime,full frame,pl,spherical,,,,125,11,5,,46.31,9,,yes,,,,4.8,2022,,,,only one canada based consigner set in inventory,,,,,,,
cooke,panchro classic/i full frame,21,2.2,prime,full frame,pl,spherical,,,,110,11,5,,46.31,9,,yes,,,,4.1,2022,,,,only one canada based consigner set in inventory,,,,,,,
cooke,panchro classic/i full frame,25,2.2,prime,full frame,pl,spherical,,,,110,13,4.9,,46.31,9,,yes,,,,4.4,2022,,,,only one canada based consigner set in inventory,,,,,,,
cooke,panchro classic/i full frame,27,2.2,prime,full frame,pl,spherical,,,,110,13,5,,46.31,9,,yes,,,,4.6,2022,,,,only one canada based consigner set in inventory,,,,,,,
cooke,panchro classic/i full frame,32,2.2,prime,full frame,pl,spherical,,,,110,13,4.3,,46.31,9,,yes,,,,4.1,2022,,,,only one canada based consigner set in inventory,,,,,,,
cooke,panchro classic/i full frame,40,2.2,prime,full frame,pl,spherical,,,,110,13,4.1,,46.31,9,,yes,,,,3.3,2022,,,,only one canada based consigner set in inventory,,,,,,,
cooke,panchro classic/i full frame,50,2.2,prime,full frame,pl,spherical,,,,110,16,4.4,,46.31,9,,yes,,,,3,2022,,,,only one canada based consigner set in inventory,,,,,,,
cooke,panchro classic/i full frame,65,2.4,prime,full frame,pl,spherical,,,,110,13,7.8,,46.31,9,,yes,,,,6.1,2022,,,,macro,,,,,,,
cooke,panchro classic/i full frame,75,2.2,prime,full frame,pl,spherical,,,,110,2 6,6.1,,46.31,9,,yes,,,,3.9,2022,,,,,,,,,,,
cooke,panchro classic/i full frame,100,2.6,prime,full frame,pl,spherical,,,,110,2,6.3,,46.31,9,,yes,,,,3.9,2022,,,,,,,,,,,
cooke,panchro classic/i full frame,135,2.8,prime,full frame,pl,spherical,,,,110,2 9,6.6,,46.31,9,,yes,,,,4.6,2022,,,,,,,,,,,
cooke,panchro classic/i full frame,152,3,prime,full frame,pl,spherical,,,,110,3 6,6.6,,46.31,9,,yes,,,,4.6,2022,,,,,,,,,,,
cooke,s8/i,18,1.4,prime,full frame,pl / lpl,spherical,,,,136,2,7.8,,46.31,9,,yes,,,,7.4,2022,,,,,,,,,,,
cooke,s8/i,21,1.4,prime,full frame,pl / lpl,spherical,,,,125,2,7.7,,46.31,9,,yes,,,,7.6,2022,,,,,,,,,,,
cooke,s8/i,25,1.4,prime,full frame,pl / lpl,spherical,,,,104,1 10,6.38,,46.31,9,,yes,,,,5.45,2022,,,,,,,,,,,
cooke,s8/i,27,1.4,prime,full frame,pl / lpl,spherical,,,,104,2,6.4,,46.31,9,,yes,,,,5.7,2022,,,,,,,,,,,
cooke,s8/i,32,1.4,prime,full frame,pl / lpl,spherical,,,,104,2 3,6.18,,46.31,9,,yes,,,,5.36,2022,,,,,,,,,,,
cooke,s8/i,35,1.4,prime,full frame,pl / lpl,spherical,,,,104,2 3,6.2,,46.31,9,,yes,,,,5.3,2022,,,,,,,,,,,
cooke,s8/i,40,1.4,prime,full frame,pl / lpl,spherical,,,,104,2 3,6.28,,46.31,9,,yes,,,,5.22,2022,,,,,,,,,,,
cooke,s8/i,50,1.4,prime,full frame,pl / lpl,spherical,,,,104,2 3,6.18,,46.31,9,,yes,,,,4.76,2022,,,,,,,,,,,
cooke,s8/i,65,1.4,prime,full frame,pl / lpl,spherical,,,,104,2 6,6.2,,46.31,9,,yes,,,,5.7,2022,,,,,,,,,,,
cooke,s8/i,75,1.4,prime,full frame,pl / lpl,spherical,,,,104,2 9,6.18,,46.31,9,,yes,,,,5.47,2022,,,,,,,,,,,
cooke,s8/i,100,1.4,prime,full frame,pl / lpl,spherical,,,,104,2 9,6.18,,46.31,9,,yes,,,,5.40,2022,,,,,,,,,,,
cooke,s8/i,135,1.4,prime,full frame,pl / lpl,spherical,,,,104,4,7.87,,46.31,9,,yes,,,,7.14,2022,,,,,,,,,,,
cooke,s8/i,180,1.8,prime,full frame,pl / lpl,spherical,,,,,,,,46.31,9,,yes,,,,,2022,,,,"still in development, removed from spec sheets by cooke, unsure if these will be completed",,,,,,,
cooke,s8/i,250,2.5,prime,full frame,pl / lpl,spherical,,,,,,,,46.31,9,,yes,,,,,2022,,,,"still in development, removed from spec sheets by cooke, unsure if these will be completed",,,,,,,
cooke,s8/i,350,2.8,prime,full frame,pl / lpl,spherical,,,,,,,,46.31,9,,yes,,,,,2022,,,,"still in development, removed from spec sheets by cooke, unsure if these will be completed",,,,,,,
cooke,s7/i,18,2,prime,full frame,pl,spherical,,,,110,16,7.87,,46.31,9,,yes,,,,7.7,2018,,,,,,,,,,,
cooke,s7/i,21,2,prime,full frame,pl,spherical,,,,110,14,7.44,,46.31,9,,yes,,,,7.28,2018,,,,,,,,,,,
cooke,s7/i,25,2,prime,full frame,pl,spherical,,,,110,14,7.44,,46.31,9,,yes,,,,7.3,2017,,,,,,,,,,,
cooke,s7/i,32,2,prime,full frame,pl,spherical,,,,110,14,6.97,,46.31,9,,yes,,,,7.5,2017,,,,,,,,,,,
cooke,s7/i,40,2,prime,full frame,pl,spherical,,,,110,18,7.44,,46.31,9,,yes,,,,7.7,2018,,,,,,,,,,,
cooke,s7/i,50,2,prime,full frame,pl,spherical,,,,110,20,7.44,,46.31,9,,yes,,,,7.5,2017,,,,,,,,,,,
cooke,s7/i,60,2.5,prime,full frame,pl,spherical,,,,87,2.2,6.3,,46.31,9,,yes,,,,4.9,2022,,,,aka cooke ff macro prime,,,,,,,
cooke,s7/i,75,2,prime,full frame,pl,spherical,,,,110,19,7.44,,46.31,9,,yes,,,,6.6,2017,,,,,,,,,,,
cooke,s7/i,90,2.5,prime,full frame,pl,spherical,,,,87,4.5,6.8,,46.31,9,,yes,,,,5.5,2022,,,,aka cooke ff macro prime,,,,,,,
cooke,s7/i,100,2,prime,full frame,pl,spherical,,,,110,2 6,7.44,,46.31,9,,yes,,,,7.3,2018,,,,,,,,,,,
cooke,s7/i,135,2,prime,full frame,pl,spherical,,,,110,3 3,7.44,,46.31,9,,yes,,,,8.2,2017,,,,,,,,,,,
cooke,s7/i,150,2.5,prime,full frame,pl,spherical,,,,87,6.8,9.2,,46.31,9,,yes,,,,6.6,2022,,,,aka cooke ff macro prime,,,,,,,
cooke,sp3,18,2.4,prime,full frame,e/rf/l/m,spherical,,,,82,10,4.29,no,43.3,9,,no,,,,1.51,2024,,,,consigner only has e-mount and rf-mount,,,,,,,
cooke,sp3,25,2.4,prime,full frame,e/rf/l/m,spherical,,,,64,9.8,3.85,no,43.3,9,,no,,,,1.26,2023,,,,consigner only has e-mount and rf-mount,,,,,,,
cooke,sp3,32,2.4,prime,full frame,e/rf/l/m,spherical,,,,64,13.8,3.7,no,43.3,9,,no,,,,1.14,2023,,,,consigner only has e-mount and rf-mount,,,,,,,
cooke,sp3,50,2.4,prime,full frame,e/rf/l/m,spherical,,,,64,19.7,3.7,no,43.3,9,,no,,,,1.1,2023,,,,consigner only has e-mount and rf-mount,,,,,,,
cooke,sp3,75,2.4,prime,full frame,e/rf/l/m,spherical,,,,64,2 8,3.85,no,43.3,9,,no,,,,1.14,2023,,,,consigner only has e-mount and rf-mount,,,,,,,
cooke,sp3,100,2.4,prime,full frame,e/rf/l/m,spherical,,,,82,2 8,4.88,no,43.3,9,,no,,,,1.52,2023,,,,consigner only has e-mount and rf-mount,,,,,,,
cooke,cooke varotal/i full frame,19-40,2.9,zoom,full frame,pl,spherical,,,,114,2,9,,46.31,9,,yes,,,,7.7,2022,,n/a (no motor bracket),,,,,,,,,
cooke,cooke varotal/i full frame,30-95,2.9,zoom,full frame,pl,spherical,,,,114,2 8,10,,46.31,9,,yes,,,,8.8,2022,,n/a (no motor bracket),,,,,,,,,
cooke,cooke varotal/i full frame,85-215,2.9,zoom,full frame,pl,spherical,,,,114,5,10,,46.31,9,,yes,,,,8.8,2022,,n/a (no motor bracket),,,,,,,,,
cooke,anamorphic/i 2x,25,2.3,prime,super 35,pl,anamorphic,2x,middle,,136,3,8,35mm ok,30,11,"ibe 1.4x, ibe 2x",yes,,,,9,2013,,,,original and sf,,,,,,,
cooke,anamorphic/i 2x,32,2.3,prime,super 35,pl,anamorphic,2x,middle,,110,2 9,7.8,35mm ok,31,11,"ibe 1.4x, ibe 2x, ang 2x",yes,,,,7.2,2013,,,,original and sf,,,,,,,
cooke,anamorphic/i 2x,40,2.3,prime,super 35,pl,anamorphic,2x,middle,,110,2 9,8,35mm ok,33,11,"ibe 1.4x, ibe 2x",yes,,,,7.7,2013,,,,original and sf,,,,,,,
cooke,anamorphic/i 2x,50,2.3,prime,super 35,pl,anamorphic,2x,middle,,110,2 9,8,35mm ok,34,11,"ibe 1.4x, ibe 2x",yes,,,,8.1,2013,,,,original and sf,,,,,,,
cooke,anamorphic/i 2x,65,2.6,prime,super 35,pl,anamorphic,2x,middle,,136,18,10.3,35mm ok,31,11,ibe 1.4x,yes,,,attached to lens,11.8,2013,,,,original and sf; macro,,,,,,,
cooke,anamorphic/i 2x,75,2.3,prime,super 35,pl,anamorphic,2x,middle,,110,3 3,8,35mm ok,39,11,"ibe 1.4x, ibe 2x",yes,,,,7.4,2013,,,,original and sf,,,,,,,
cooke,anamorphic/i 2x,100,2.3,prime,super 35,pl,anamorphic,2x,middle,,110,3 9,8,35mm ok,38,11,"ibe 1.4x, ibe 2x",yes,,,,7.6,2013,,,,original and sf,,,,,,,
cooke,anamorphic/i 2x,135,2.3,prime,super 35,pl,anamorphic,2x,middle,,110,5,9.4,35mm ok,38,11,"ibe 1.4x, ibe 2x",yes,,,,9,2013,,,,original and sf,,,,,,,
cooke,anamorphic/i 2x,180,2.8,prime,super 35,pl,anamorphic,2x,middle,,110,6 6,11.6,35mm ok,38,11,"ibe 1.4x, ibe 2x (rear light baffle must be removed)",yes,,,attached to lens,13,2013,,,,"original and sf, extender usage lowers resolution of lens by 10-20%",,,,,,,
cooke,anamorphic/i 2x,300,3.5,prime,super 35,pl,anamorphic,2x,middle,,136,10,14.9,35mm ok,38,11,"ibe 1.4x, ibe 2x",yes,,,attached to lens,19.4,2013,,,,original and sf,,,,,,,
cooke,true anamorphic,35-140,3.1,zoom,super 35,pl,anamorphic,2x,front,,136,4,16.8,,29,11,"ibe 1.4x, ibe 2x / ibe vv",yes,,,attached to lens,22.6,2016,,n/a (no bracket),,,,,,,,,
cooke,true anamorphic,45-450,4.5,zoom,super 35,pl,anamorphic,2x,front,,136,6,22.4,,,,,no,,,attached to lens,,never,,,,"never produced, cooke cancelled manufacturing of this lens!",,,,,,,
cooke,converted spherical,28-140,4.2,zoom,super 35,pl universal,anamorphic,2x,rear,,,28,,35mm ok,,,,no,,,,,1986,,,,converted from spherical 14-70mm / vintage,,,,,,,
cooke,converted spherical,36-200,4.2,zoom,super 35,pl universal,anamorphic,2x,rear,,150,2 4,13.25,35mm ok,31,6,,no,,,28mm / attached to lens,14,1987,,standard,,converted from spherical 18-100mm / vintage,,,,,,,
cooke,converted spherical,40-120,4.4,zoom,super 35,pl universal,anamorphic,2x,rear,,121,2 4,9.75,35mm ok,32,9,,no,,,attached + 22mm,6.2,1981,,small,,converted from spherical 20-60mm / vintage,,,,,,,
cooke,converted spherical,40-200,4.4,zoom,super 35,pl universal,anamorphic,2x,rear,,144,2 4,13.5,35mm ok,32,6,,no,,,attached to lens,11.2,1971,,standard,,converted from spherical 20-100mm / vintage,,,,,,,
cooke,converted spherical,50-500,5.5,zoom,super 35,pl universal,anamorphic,2x,rear,,136,5 6,12,35mm ok,30,9,,no,,,32mm,11.2,1992,,standard,,converted from spherical 25-250mm,,,,,,,
cooke,5/i,18,1.4,prime,super 35,pl,spherical,,,,110,14,6.75,35mm ok,37,7,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x",yes,,,,6.67,2009,duclos 1.7x,,,,,,,,,,
cooke,5/i,25,1.4,prime,super 35,pl,spherical,,,,110,14,7,35mm ok,37,7,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x",yes,,,,6.56,2009,duclos 1.7x,,,,,,,,,,
cooke,5/i,32,1.4,prime,super 35,pl,spherical,,,,110,14,7,35mm ok,39,7,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x",yes,,,,6.21,2009,duclos 1.7x,,,,,,,,,,
cooke,5/i,40,1.4,prime,super 35,pl,spherical,,,,110,16,7,35mm ok,43,7,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x",yes,,,,6.07,2009,duclos 1.7x,,,,,,,,,,
cooke,5/i,50,1.4,prime,super 35,pl,spherical,,,,110,20,7,35mm ok,43,7,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x",yes,,,,7.11,2009,duclos 1.7x,,,,,,,,,,
cooke,5/i,65,1.4,prime,super 35,pl,spherical,,,,110,2,7,35mm ok,43,7,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x",yes,,,,6.68,2009,duclos 1.7x,,,,,,,,,,
cooke,5/i,75,1.4,prime,super 35,pl,spherical,,,,110,2 3,7,35mm ok,43,7,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x",yes,,,,6.58,2009,duclos 1.7x,,,,,,,,,,
cooke,5/i,100,1.4,prime,super 35,pl,spherical,,,,110,2 6,7,35mm ok,43,7,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",yes,,,,6.36,2009,duclos 1.7x,,,,,,,,,,
cooke,5/i,135,1.4,prime,super 35,pl,spherical,,,,136,2 9,8.6,35mm ok,43,7,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x",yes,,,attached to lens,11.6,2009,,,,,,,,,,,
cooke,mini s4/i,18,2.8,prime,super 35,pl,spherical,,,,110,10,4.7,35mm ok,35,8,,yes,,,,3.8,2009,,,,regular & uncoated,,,,,,,
cooke,mini s4/i,21,2.8,prime,super 35,pl,spherical,,,,87,10,4.3,35mm ok,35,8,,yes,,,,3,2009,,,,regular & uncoated,,,,,,,
cooke,mini s4/i,25,2.8,prime,super 35,pl,spherical,,,,87,10,4.2,35mm ok,33,8,,yes,,,,3,2009,,,,regular & uncoated,,,,,,,
cooke,mini s4/i,32,2.8,prime,super 35,pl,spherical,,,,87,12,4.3,35mm ok,34 clear / 38 with falloff,8,,yes,,,,3.2,2009,,,,regular & uncoated,,,,,,,
cooke,mini s4/i,40,2.8,prime,super 35,pl,spherical,,,,87,16,4.4,35mm ok,36,8,"ibe 1.4x, ibe 2x",yes,,,,3.4,2009,,,,regular & uncoated,,,,,,,
cooke,mini s4/i,50,2.8,prime,super 35,pl,spherical,,,,87,20,5.4,35mm ok,38,8,"ibe 1.4x, ibe 2x",yes,,,,3.4,2009,,,,regular & uncoated,,,,,,,
cooke,mini s4/i,65,2.8,prime,super 35,pl,spherical,,,,87,2 3,5.3,35mm ok,39,8,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex, 2x, century 2x",yes,,,,3.2,2009,,,,regular & uncoated,,,,,,,
cooke,mini s4/i,75,2.8,prime,super 35,pl,spherical,,,,87,2 6,5.4,35mm ok,41 clear / 43 with falloff,8,"ibe 1.4x, ibe 2x",yes,,,,3.2,2009,,,,regular & uncoated,,,,,,,
cooke,mini s4/i,100,2.8,prime,super 35,pl,spherical,,,,87,3,5.4,35mm ok,41 clear / 43 with falloff,8,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex, 2x",yes,,,,3.5,2009,,,,regular & uncoated,,,,,,,
cooke,mini s4/i,135,2.8,prime,super 35,pl,spherical,,,,87,3 3,6.3,35mm ok,43,8,"ibe 1.4x, ibe 2x",yes,,,,4,2009,,,,regular & uncoated,,,,,,,
cooke,panchro/i classic,18,2.2,prime,super 35,pl,spherical,,,,110,9,,35mm ok,30,,,yes,,,,,2018,,,,modern remake,,,,,,,
cooke,panchro/i classic,25,2.2,prime,super 35,pl,spherical,,,,110,9,3.6,35mm ok,30,,,yes,,,,3.3,2018,,,,modern remake,,,,,,,
cooke,panchro/i classic,32,2.2,prime,super 35,pl,spherical,,,,110,12,,35mm ok,30,,,yes,,,,,2018,,,,modern remake,,,,,,,
cooke,panchro/i classic,40,2.2,prime,super 35,pl,spherical,,,,110,16,4.6,35mm ok,30,,,yes,,,,3.1,2018,,,,modern remake,,,,,,,
cooke,panchro/i classic,50,2.2,prime,super 35,pl,spherical,,,,110,20,4.6,35mm ok,30,,,yes,,,,3.3,2018,,,,modern remake,,,,,,,
cooke,panchro/i classic,75,2.2,prime,super 35,pl,spherical,,,,110,30,6.1,35mm ok,30,,,yes,,,,4,2018,,,,modern remake,,,,,,,
cooke,panchro/i classic,100,2.2,prime,super 35,pl,spherical,,,,110,36,6.1,35mm ok,30,,,yes,,,,4,2018,,,,modern remake,,,,,,,
cooke,panchro/i classic,152,,prime,super 35,pl,spherical,,,,110,42,,35mm ok,30,,,yes,,,,,2018,,,,modern remake,,,,,,,
cooke,s4 and s4/i,12,2,prime,super 35,pl,spherical,,,,156,9,5,35mm ok,28.5,8,,yes for /i,,,,6.2,1998,,,,,,,,,,,
cooke,s4 and s4/i,14,2,prime,super 35,pl,spherical,,,,110,9,5,35mm ok,30,8,,yes for /i,,,,4.8,1998,no,,,,,,,,,,
cooke,s4 and s4/i,16,2,prime,super 35,pl,spherical,,,,110,9,5,35mm ok,32,8,,yes for /i,,,,5.4,1998,no,,,,,,,,,,
cooke,s4 and s4/i,18,2,prime,super 35,pl,spherical,,,,110,9,4.5,35mm ok,32,8,,yes for /i,,,,3.85,1998,no,,,,,,,,,,
cooke,s4 and s4/i,21,2,prime,super 35,pl,spherical,,,,110,9,4.5,35mm ok,32,8,,yes for /i,,,,4.4,1998,no,,,,,,,,,,
cooke,s4 and s4/i,25,2,prime,super 35,pl,spherical,,,,110,9,4.5,35mm ok,33,8,,yes for /i,,,,3.5,1998,no,,,,,,,,,,
cooke,s4 and s4/i,27,2,prime,super 35,pl,spherical,,,,110,10,4.5,35mm ok,33,8,,yes for /i,,,,3.5,1998,no,,,,,,,,,,
cooke,s4 and s4/i,32,2,prime,super 35,pl,spherical,,,,110,12,5.12,35mm ok,34,8,,yes for /i,,,,4,1998,no,,,,,,,,,,
cooke,s4 and s4/i,35,2,prime,super 35,pl,spherical,,,,110,14,5.12,35mm ok,35,8,,yes for /i,,,,4.2,1998,duclos 1.7x,,,,,,,,,,
cooke,s4 and s4/i,40,2,prime,super 35,pl,spherical,,,,110,16,5.6,35mm ok,32,8,ibe 1.4x,yes for /i,,,,4.4,1998,duclos 1.7x,,,,,,,,,,
cooke,s4 and s4/i,50,2,prime,super 35,pl,spherical,,,,110,20,4.9,35mm ok,39,8,"ibe 1.4x, ibe 2x",yes for /i,,,,3.3,1998,duclos 1.7x,,,,,,,,,,
cooke,s4 and s4/i,65,2,prime,super 35,pl,spherical,,,,110,2 3,4.9,35mm ok,39,8,"ibe 1.4x, ibe 2x, ang 2x",yes for /i,,,,3.5,1998,duclos 1.7x,,,soft focus attachment available,,,,,,,
cooke,s4 and s4/i,75,2,prime,super 35,pl,spherical,,,,110,2 6,4.9,35mm ok,43,8,"ibe 1.4x, ibe 2x, ang 2x, century 2x, optex 2x",yes for /i,,,,4.2,1998,duclos 1.7x,,,soft focus attachment available (must be used with included adapter ring),,,,,,,
cooke,s4 and s4/i,100,2,prime,super 35,pl,spherical,,,,110,3,5.6,35mm ok,43,8,"ibe 1.4x, ibe 2x, ang 2x, century 2x, optex 2x",yes for /i,,,,4.6,1998,duclos 1.7x,,,,,,,,,,
cooke,s4 and s4/i,135,2 (+2/3 at cf),prime,super 35,pl,spherical,,,,110,2 9,7.3,35mm ok,43,8,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex, 2x, century 2x, optitek 1.4x",yes for /i,,,,5,1998,duclos 1.7x,,,,,,,,,,
cooke,s4 and s4/i,150,2 (+1/2 at cf),prime,super 35,pl,spherical,,,,125,3 6,6.2,35mm ok,43,8,"ibe 1.4x, ibe 2x",yes for /i,,,attached to lens,7.3,1998,duclos 1.7x,,,,,,,,,,
cooke,s4 and s4/i,180,2 (+2/3 at cf),prime,super 35,pl,spherical,,,,136,4 3,7.3,35mm ok,43,8,"ibe 1.4x, ibe 2x, ang 2x, century 2x, optex 2x",yes for /i,,,attached to lens,9.5,1998,,,,,,,,,,,
cooke,s4 and s4/i,300,2.8,prime,super 35,pl,spherical,,,,136,7,8,35mm ok,43,8,"ibe 1.4x, ibe 2x, ang 2x, century 2x, optex 2x",yes for /i,,,attached to lens,10.6,1998,,,,,,,,,,,
cooke,sp3,18,2.4,prime,super 35,e/rf/l/m,spherical,,,,82,10,4.29,no,43.3,,,no,,,,1.51,2024,,,,,,,,,,,
cooke,sp3,25,2.4,prime,super 35,e/rf/l/m,spherical,,,,64,10,3.85,no,43.3,,,no,,,,1.27,2023,,,,,,,,,,,
cooke,sp3,32,2.4,prime,super 35,e/rf/l/m,spherical,,,,64,13,3.7,no,43.3,,,no,,,,1.15,2023,,,,,,,,,,,
cooke,sp3,50,2.4,prime,super 35,e/rf/l/m,spherical,,,,64,20,3.7,no,43.3,,,no,,,,1.10,2023,,,,,,,,,,,
cooke,sp3,75,2.4,prime,super 35,e/rf/l/m,spherical,,,,64,3,3.85,no,43.3,,,no,,,,1.15,2023,,,,,,,,,,,
cooke,sp3,100,2.4,prime,super 35,e/rf/l/m,spherical,,,,82,3,4.88,no,43.3,,,no,,,,1.52,2023,,,,,,,,,,,
cooke,speed panchro,18,2.2,prime,super 35,pl,spherical,,,,110,8,2.25,35mm ok,20 clear / 32 with falloff,"2""",,no,,,,1.8,series 1: 1921-1931 / series 2: 1940-1945 / series 3: 1954,no,,,tls / vintage,,,,,,,
cooke,speed panchro,25,2.2,prime,super 35,pl,spherical,,,,110,8,2.7,35mm ok,23 clear / 33 with falloff,8,,no,,,,1.8,series 1: 1921-1931 / series 2: 1940-1945 / series 3: 1954,no,,,tls / vintage,,,,,,,
cooke,speed panchro,28,2.3,prime,super 35,pl,spherical,,,,110,8,2.7,35mm ok,22 clear / 27 with falloff,12,,no,,,,1.8,series 1: 1921-1931 / series 2: 1940-1945 / series 3: 1954,no,,,tls / vintage,,,,,,,
cooke,speed panchro,32,2.3,prime,super 35,pl,spherical,,,,110,9,2.7,35mm ok,26 clear / 33 with falloff,12,,no,,,,1.8,series 1: 1921-1931 / series 2: 1940-1945 / series 3: 1954,no,,,tls / vintage,,,,,,,
cooke,speed panchro,40,2.3,prime,super 35,pl,spherical,,,,110,13,2.7,35mm ok,32 clear / 37 with falloff,12,,no,,,,1.8,series 1: 1921-1931 / series 2: 1940-1945 / series 3: 1954,no,,,tls / vintage,,,,,,,
cooke,speed panchro,50,2.3,prime,super 35,pl,spherical,,,,110,15,3.1,35mm ok,36 clear / 43 with falloff,12,ibe 1.4x,no,,,,2.2,series 1: 1921-1931 / series 2: 1940-1945 / series 3: 1954,no,,,tls / vintage,,,,,,,
cooke,speed panchro,75,2.3,prime,super 35,pl,spherical,,,,110,2 4,3.5,35mm ok,38 clear / 43 with falloff,12,"ibe 1.4x, ibe 2x",no,,,,2.8,series 1: 1921-1931 / series 2: 1940-1945 / series 3: 1954,no,,,tls / vintage,,,,,,,
cooke,speed panchro,100,2.8,prime,super 35,pl,spherical,,,,110,2,5.75,35mm ok,39 clear / 43 with falloff,16,"ibe 1.4x, ibe 2x",no,,,,3.5,series 1: 1921-1931 / series 2: 1940-1945 / series 3: 1954,no,,,tls / vintage,,,,,,,
cooke,speed panchro,18,2.2,prime,super 35,pl,spherical,,,,100,7,2.5,35mm ok,22 clear / 28 with falloff,8,,no,,,,1.2,series 1: 1921-1931 / series 2: 1940-1945 / series 3: 1954,,,,van diemen / vintage,,,,,,,
cooke,speed panchro,25,2.2,prime,super 35,pl,spherical,,,,100,11,2.5,35mm ok,25 clear / 33 with falloff,8,,no,,,,1,series 1: 1921-1931 / series 2: 1940-1945 / series 3: 1954,,,,van diemen / vintage,,,,,,,
cooke,speed panchro,32,2.3,prime,super 35,pl,spherical,,,,100,8,3.25,35mm ok,25 clear / 29 with falloff,12,,no,,,,1.8,series 1: 1921-1931 / series 2: 1940-1945 / series 3: 1954,,,,van diemen / vintage,,,,,,,
cooke,speed panchro,40,2.3,prime,super 35,pl,spherical,,,,100,12,3.4,35mm ok,31 clear / 38 with falloff,12,,no,,,,2,series 1: 1921-1931 / series 2: 1940-1945 / series 3: 1954,,,,van diemen / vintage,,,,,,,
cooke,speed panchro,50,2.3,prime,super 35,pl,spherical,,,,100,11,4.5,35mm ok,37 clear / 39 with falloff,12,,no,,,,2.2,series 1: 1921-1931 / series 2: 1940-1945 / series 3: 1954,,,,van diemen / vintage,,,,,,,
cooke,speed panchro,75,2.3,prime,super 35,pl,spherical,,,,100,20,4.5,35mm ok,38 clear / 43 with falloff,12,"ibe 2x, ang 2x",no,,,,2.5,series 1: 1921-1931 / series 2: 1940-1945 / series 3: 1954,,,,van diemen / vintage,,,,,,,
